timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1606133367732,1960,HTTP Request B1,200,OK,Thread Group  1-1,,true,,257,1,1,1960,0
1606133369719,325,HTTP Request C3,200,OK,Thread Group  1-1,,true,,257,1,1,325,0
1606133370074,202,HTTP Request A6,200,OK,Thread Group  1-1,,true,,257,1,1,202,0
1606133370283,435,HTTP Request C2,200,OK,Thread Group  1-1,,true,,257,1,1,435,0
1606133370724,203,HTTP Request B4,200,OK,Thread Group  1-1,,true,,257,1,1,202,0
1606133521222,512,HTTP Request D2,200,OK,Thread Group  1-1,,true,,257,1,1,512,0
1606133521750,206,HTTP Request D6,200,OK,Thread Group  1-1,,true,,257,1,1,206,0
1606133521980,201,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133522196,209,HTTP Request A6,200,OK,Thread Group  1-1,,true,,257,1,1,209,0
1606133522421,201,HTTP Request B6,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133522634,202,HTTP Request A3,200,OK,Thread Group  1-1,,true,,257,1,1,202,0
1606133522848,235,HTTP Request A3,200,OK,Thread Group  1-1,,true,,257,1,1,235,0
1606133523095,292,HTTP Request A1 ,200,OK,Thread Group  1-1,,true,,257,1,1,292,0
1606133523404,202,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,1,1,202,0
1606133523619,346,HTTP Request D2,200,OK,Thread Group  1-1,,true,,257,1,1,346,0
1606133523973,213,HTTP Request D6,200,OK,Thread Group  1-1,,true,,257,1,1,213,0
1606133524191,200,HTTP Request A3,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133524397,280,HTTP Request A6,200,OK,Thread Group  1-1,,true,,257,1,1,280,0
1606133524691,201,HTTP Request A1 ,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133524899,200,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133525103,199,HTTP Request B5,200,OK,Thread Group  1-1,,true,,257,1,1,199,0
1606133525308,220,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,1,1,220,0
1606133525538,199,HTTP Request B4,200,OK,Thread Group  1-1,,true,,257,1,1,199,0
1606133525741,208,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,1,1,208,0
1606133525963,204,HTTP Request A6,200,OK,Thread Group  1-1,,true,,257,1,1,204,0
1606133526181,202,HTTP Request A3,200,OK,Thread Group  1-1,,true,,257,1,1,202,0
1606133526394,201,HTTP Request A1 ,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133526609,201,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133526825,201,HTTP Request B2,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133527035,245,HTTP Request A5,200,OK,Thread Group  1-1,,true,,257,1,1,245,0
1606133527292,200,HTTP Request A1 ,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133527505,200,HTTP Request A5,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133527720,201,HTTP Request A1 ,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133527934,201,HTTP Request D2,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133528148,201,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133528363,248,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,1,1,248,0
1606133528626,203,HTTP Request A6,200,OK,Thread Group  1-1,,true,,257,1,1,203,0
1606133528843,199,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,1,1,199,0
1606133529046,200,HTTP Request D5,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133529258,201,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133529474,200,HTTP Request B6,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133529687,200,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133529900,202,HTTP Request A5,200,OK,Thread Group  1-1,,true,,257,1,1,202,0
1606133530106,246,HTTP Request A1 ,200,OK,Thread Group  1-1,,true,,257,1,1,246,0
1606133530355,202,HTTP Request A5,200,OK,Thread Group  1-1,,true,,257,1,1,202,0
1606133530572,201,HTTP Request B2,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133530784,200,HTTP Request B4,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133530999,200,HTTP Request B4,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133531204,198,HTTP Request B4,200,OK,Thread Group  1-1,,true,,257,1,1,198,0
1606133531410,199,HTTP Request A1 ,200,OK,Thread Group  1-1,,true,,257,1,1,199,0
1606133531623,201,HTTP Request A5,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133531838,201,HTTP Request A6,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133532053,244,HTTP Request A5,200,OK,Thread Group  1-1,,true,,257,1,1,244,0
1606133532301,199,HTTP Request D3,200,OK,Thread Group  1-1,,true,,257,1,1,199,0
1606133532505,220,HTTP Request B3,200,OK,Thread Group  1-1,,true,,257,1,1,220,0
1606133532730,240,HTTP Request A5,200,OK,Thread Group  1-1,,true,,257,1,1,240,0
1606133532987,232,HTTP Request A5,200,OK,Thread Group  1-1,,true,,257,1,1,232,0
1606133533239,201,HTTP Request A1 ,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133533454,201,HTTP Request B6,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133533673,199,HTTP Request B3,200,OK,Thread Group  1-1,,true,,257,1,1,199,0
1606133533877,200,HTTP Request A6,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133534096,249,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,1,1,249,0
1606133534350,199,HTTP Request B2,200,OK,Thread Group  1-1,,true,,257,1,1,199,0
1606133534555,201,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133534771,201,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133534985,200,HTTP Request B1,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133535197,201,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133535413,201,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,1,1,201,0
1606133535629,253,HTTP Request B4,200,OK,Thread Group  1-1,,true,,257,1,1,253,0
1606133535895,200,HTTP Request A3,200,OK,Thread Group  1-1,,true,,257,1,1,200,0
1606133536110,200,HTTP Request B3,200,OK,Thread Group  1-1,,true,,257,2,2,200,0
1606133536315,199,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,2,2,199,0
1606133536241,461,HTTP Request A1 ,200,OK,Thread Group  1-2,,true,,257,2,2,461,0
1606133536519,199,HTTP Request B6,200,OK,Thread Group  1-1,,true,,257,2,2,199,0
1606133536723,198,HTTP Request A1 ,200,OK,Thread Group  1-1,,true,,257,2,2,198,0
1606133536925,199,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,2,2,199,0
1606133537128,218,HTTP Request D2,200,OK,Thread Group  1-1,,true,,257,2,2,218,0
1606133537350,199,HTTP Request D2,200,OK,Thread Group  1-1,,true,,257,2,2,199,0
1606133536708,878,HTTP Request B3,200,OK,Thread Group  1-2,,true,,257,2,2,878,0
1606133537563,199,HTTP Request D3,200,OK,Thread Group  1-1,,true,,257,2,2,199,0
1606133537595,201,HTTP Request B4,200,OK,Thread Group  1-2,,true,,257,2,2,201,0
1606133537766,199,HTTP Request B1,200,OK,Thread Group  1-1,,true,,257,2,2,199,0
1606133537800,224,HTTP Request B6,200,OK,Thread Group  1-2,,true,,257,2,2,224,0
1606133537977,199,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,2,2,199,0
1606133538028,202,HTTP Request B3,200,OK,Thread Group  1-2,,true,,257,2,2,202,0
1606133538180,199,HTTP Request B3,200,OK,Thread Group  1-1,,true,,257,2,2,199,0
1606133538235,200,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,2,2,200,0
1606133538383,198,HTTP Request B5,200,OK,Thread Group  1-1,,true,,257,2,2,198,0
1606133538439,200,HTTP Request B5,200,OK,Thread Group  1-2,,true,,257,2,2,200,0
1606133538586,200,HTTP Request B1,200,OK,Thread Group  1-1,,true,,257,2,2,200,0
1606133538642,200,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,2,2,200,0
1606133538799,200,HTTP Request A6,200,OK,Thread Group  1-1,,true,,257,2,2,200,0
1606133538848,199,HTTP Request B2,200,OK,Thread Group  1-2,,true,,257,2,2,199,0
1606133539004,200,HTTP Request B3,200,OK,Thread Group  1-1,,true,,257,2,2,200,0
1606133539052,208,HTTP Request B4,200,OK,Thread Group  1-2,,true,,257,2,2,208,0
1606133539208,201,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,2,2,201,0
1606133539268,207,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,2,2,207,0
1606133539418,201,HTTP Request B4,200,OK,Thread Group  1-1,,true,,257,2,2,201,0
1606133539485,200,HTTP Request A2,200,OK,Thread Group  1-2,,true,,257,2,2,200,0
1606133539632,200,HTTP Request B6,200,OK,Thread Group  1-1,,true,,257,2,2,200,0
1606133539689,199,HTTP Request B2,200,OK,Thread Group  1-2,,true,,257,2,2,199,0
1606133539845,200,HTTP Request A6,200,OK,Thread Group  1-1,,true,,257,2,2,200,0
1606133539895,219,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,2,2,219,0
1606133540058,201,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,2,2,201,0
1606133540118,200,HTTP Request B6,200,OK,Thread Group  1-2,,true,,257,2,2,200,0
1606133540273,201,HTTP Request B6,200,OK,Thread Group  1-1,,true,,257,2,2,201,0
1606133540323,200,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,2,2,200,0
1606133540485,200,HTTP Request A3,200,OK,Thread Group  1-1,,true,,257,2,2,200,0
1606133540529,201,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,2,2,200,0
1606133540710,201,HTTP Request A3,200,OK,Thread Group  1-1,,true,,257,2,2,201,0
1606133540733,200,HTTP Request B5,200,OK,Thread Group  1-2,,true,,257,2,2,200,0
1606133540924,202,HTTP Request A3,200,OK,Thread Group  1-1,,true,,257,2,2,201,0
1606133540942,201,HTTP Request A1 ,200,OK,Thread Group  1-2,,true,,257,2,2,201,0
1606133541154,258,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,2,2,258,0
1606133541138,274,HTTP Request B6,200,OK,Thread Group  1-1,,true,,257,2,2,274,0
1606133541424,201,HTTP Request A1 ,200,OK,Thread Group  1-2,,true,,257,2,2,201,0
1606133541425,199,HTTP Request B1,200,OK,Thread Group  1-1,,true,,257,2,2,199,0
1606133541640,285,HTTP Request A5,200,OK,Thread Group  1-1,,true,,257,2,2,285,0
1606133541639,286,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,2,2,286,0
1606133541938,201,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,2,2,200,0
1606133541937,201,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,2,2,201,0
1606133542153,202,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,2,2,202,0
1606133542155,200,HTTP Request A2,200,OK,Thread Group  1-1,,true,,257,2,2,200,0
1606133542362,200,HTTP Request B2,200,OK,Thread Group  1-2,,true,,257,2,2,200,0
1606133542363,199,HTTP Request A5,200,OK,Thread Group  1-1,,true,,257,2,2,199,0
1606133542574,273,HTTP Request B2,200,OK,Thread Group  1-2,,true,,257,2,2,273,0
1606133542575,334,HTTP Request A3,200,OK,Thread Group  1-1,,true,,257,2,2,334,0
1606133542860,294,HTTP Request A2,200,OK,Thread Group  1-2,,true,,257,2,2,293,0
1606133542914,240,HTTP Request A6,200,OK,Thread Group  1-1,,true,,257,2,2,240,0
1606133543169,202,HTTP Request A3,200,OK,Thread Group  1-2,,true,,257,2,2,202,0
1606133543170,201,HTTP Request A5,200,OK,Thread Group  1-1,,true,,257,2,2,201,0
1606133543384,200,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,2,2,200,0
1606133543384,201,HTTP Request B1,200,OK,Thread Group  1-2,,true,,257,2,2,201,0
1606133543598,200,HTTP Request A4,200,OK,Thread Group  1-1,,true,,257,2,2,200,0
1606133543599,200,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,2,2,200,0
1606133543815,201,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133544026,203,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,1,1,202,0
1606133544233,251,HTTP Request D4,200,OK,Thread Group  1-2,,true,,257,1,1,251,0
1606133544494,202,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,1,1,202,0
1606133544705,200,HTTP Request A3,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133544916,200,HTTP Request B3,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133545127,201,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133545340,200,HTTP Request B4,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133545549,201,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133545762,202,HTTP Request B6,200,OK,Thread Group  1-2,,true,,257,1,1,202,0
1606133545973,200,HTTP Request D1,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133546184,246,HTTP Request B2,200,OK,Thread Group  1-2,,true,,257,1,1,246,0
1606133546439,204,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,1,1,203,0
1606133546652,201,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133546862,284,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,1,1,284,0
1606133547158,201,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133547369,207,HTTP Request B1,200,OK,Thread Group  1-2,,true,,257,1,1,207,0
1606133547585,202,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,1,1,202,0
1606133547796,201,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133548003,200,HTTP Request B1,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133548208,200,HTTP Request A3,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133548411,271,HTTP Request A2,200,OK,Thread Group  1-2,,true,,257,1,1,271,0
1606133548692,202,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,1,1,202,0
1606133548904,200,HTTP Request D4,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133549115,284,HTTP Request B4,200,OK,Thread Group  1-2,,true,,257,1,1,283,0
1606133549410,201,HTTP Request D2,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133549621,206,HTTP Request A5,200,OK,Thread Group  1-2,,true,,257,1,1,205,0
1606133549835,200,HTTP Request B6,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133550046,200,HTTP Request A2,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133550249,200,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133550460,270,HTTP Request B1,200,OK,Thread Group  1-2,,true,,257,1,1,270,0
1606133550741,202,HTTP Request A6,200,OK,Thread Group  1-2,,true,,257,1,1,202,0
1606133550948,200,HTTP Request A2,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133551159,202,HTTP Request A1 ,200,OK,Thread Group  1-2,,true,,257,1,1,202,0
1606133551369,200,HTTP Request A3,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133551579,278,HTTP Request B6,200,OK,Thread Group  1-2,,true,,257,1,1,278,0
1606133551867,201,HTTP Request B1,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133552080,201,HTTP Request D2,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133552285,205,HTTP Request A3,200,OK,Thread Group  1-2,,true,,257,1,1,205,0
1606133552499,279,HTTP Request A1 ,200,OK,Thread Group  1-2,,true,,257,1,1,279,0
1606133552789,201,HTTP Request D3,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133552999,201,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133553208,200,HTTP Request B2,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133553418,201,HTTP Request B5,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133553627,201,HTTP Request A4,200,OK,Thread Group  1-2,,true,,257,1,1,201,0
1606133553837,202,HTTP Request A1 ,200,OK,Thread Group  1-2,,true,,257,1,1,202,0
1606133554048,201,HTTP Request D6,200,OK,Thread Group  1-2,,true,,257,1,1,200,0
1606133554256,204,HTTP Request B2,200,OK,Thread Group  1-2,,true,,257,1,1,204,0
